"","Year","Song","War","Min_deaths","Max_deaths","beginning","ending","Combatants","Location","duration","avg_death","n_songs_by_war","id"
"629",2006,"""Everybody's Gone to War"" - Nerina Pallot","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,138
"630",2006,"""Exit Strategy"" - Valient Thorr","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,139
"631",2006,"""For the Greater Good of God"" - Iron Maiden","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,140
"632",2006,"""Final Transmission"" - Street Dogs","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,141
"633",2006,"""Fun and Games"" - Barenaked Ladies","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,142
"634",2006,"""The Getaway"" - Voivod","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,143
"635",2006,"""Hard-On for War"" - Mudhoney","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,144
"636",2006,"""Harrowdown Hill"" - Thom Yorke","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,145
"637",2006,"""The Holidays Are Here (And We're Still at War)"" - Brett Dennen","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,146
"638",2006,"""If This Is Goodbye"" - Mark Knopfler with Emmylou Harris","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,147
"639",2006,"""Let's Impeach the President"" - Neil Young","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,148
"640",2006,"""Letter from Iraq"" - Bouncing Souls","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,149
"641",2006,"""Lift the Veil, Kiss the Tank"" - The Blood Brothers","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,150
"642",2006,"""Light Up Ya Lighter"" - Michael Franti","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,151
"643",2006,"""Mama"" - Godsmack","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,152
"644",2006,"""Never Knew"" - Tony Dowe","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,153
"645",2006,"""No More"" - Bob Seger","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,154
"646",2006,"""Shock and Awe"" - Neil Young","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,155
"647",2006,"""Take a Bow"" - Muse","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,156
"648",2006,"""Trot Out the Dead"" - Hammers of Misfortune","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,157
"649",2006,"""Two Weeks From Twenty"" - Yellowcard","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,158
"650",2006,"""Where'd You Go"" - Fort Minor","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,159
"651",2006,"""World Wide Suicide"" - Pearl Jam","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,160
"652",2006,"""Waiting on the World to Change"" - John Mayer","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,161
"653",2006,"""Worker Bees"" - Billy Talent","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,162
"654",2006,"""Yellowcake"" - Ministry","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,163
"655",2007,"""Scream Aim Fire"" - Bullet for My Valentine","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,36
"656",2007,"""4 Minute Warning"" - Radiohead","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,119
"657",2007,"""Big Joe Blues"" - Pete Seeger","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,120
"658",2007,"""No One Would Riot For Less"" - Bright Eyes","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,121
"659",2007,"""A Farewell to Arms"" - Machine Head","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,164
"660",2007,"""Amerikhastan"" - Megadeth","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,165
"661",2007,"""Back Home"" - Blue Scholars","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,166
"662",2007,"""Black Rain"" - Ozzy Osbourne","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,167
"663",2007,"""Bloodsports"" - New Model Army","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,168
"664",2007,"""Capital G"" - Nine Inch Nails","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,169
"665",2007,"""Captain Sterling's Little Problem"" - The Coup","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,170
"666",2007,"""Clenching the Fists of Dissent"" - Machine Head","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,171
"667",2007,"""Dad's Gonna Kill Me"" - Richard Thompson","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,172
"668",2007,"""Dark Side of the Sun"" - Tori Amos","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,173
"669",2007,"""Dead Man Walking"" - Bloodsimple","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,174
"670",2007,"""Dear Mr. President"" - Pink","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,175
"671",2007,"""Don't Make Me a Target"" - Spoon","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,176
"672",2007,"""Dress Blues"" - Jason Isbell","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,177
"673",2007,"""Empty Walls"" - Serj Tankian","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,178
"674",2007,"""George W. Told The Nation"" - Tom Paxton","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,179
"675",2007,"""Gunslinger"" - Avenged Sevenfold","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,180
"676",2007,"""Hands Held High"" - Linkin Park","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,181
"677",2007,"""I Can't Take It No More"" - John Fogerty","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,182
"678",2007,"""Illegal Attacks"" - Ian Brown","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,183
"679",2007,"""Last to Die"" - Bruce Springsteen","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,184
"680",2007,"""On With the Song"" - Mary Chapin Carpenter","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,185
"681",2007,"""Prophets of War"" - Dream Theater","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,186
"682",2007,"""Rumors of War"" - High on Fire","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,187
"683",2007,"""S-O-R-R-Y"" - The Proclaimers","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,188
"684",2007,"""Stand Up"" - Flobots","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,189
"685",2007,"""The Little Things Give You Away"" - Linkin Park","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,190
"686",2007,"""White People For Peace"" - Against Me!","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,191
"687",2007,"""Yo George"" - Tori Amos","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,192
"688",2007,"""Sweet Neo Con"" - Rolling Stones","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,193
"689",2008,"""Lone Pine Hill"" - Justin Townes Earle","American Civil War",650000,1e+06,1861,1865,"United States vs. Confederate States
","USA",4,825000,34,30
"690",2008,"""Cliffs of Gallipoli"" - Sabaton","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,37
"691",2008,"""The Price of a Mile"" - Sabaton","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,38
"692",2008,"""Down from the Sky"" - Trivium","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,122
"693",2008,"""20 Dollar Nose Bleed"" - Fall Out Boy","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,194
"694",2008,"""Down From The Sky"" - Trivium","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,195
"695",2008,"""American Blood"" - Reckless Kelly","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,196
"696",2008,"""Audience of One"" - Rise Against","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,197
"697",2008,"""Blessed are the Landmines"" - Brave Saint Saturn","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,198
"698",2008,"""Can't Happen Here"" - Atreyu","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,199
"699",2008,"""Cheney's Toy"" - James McMurtry","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,200
"700",2008,"""Confrontation"" - OTEP","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,201
"701",2008,"""The Drums of War"" - Jackson Browne","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,202
"702",2008,"""Friends in the Armed Forces"" - Thursday","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,203
"703",2008,"""God is not with You !"" - Ira dei (Belgium)","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,204
"704",2008,"""Hammerhead"" - The Offspring","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,205
"705",2008,"""Hero of War"" - Rise Against","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,206
"706",2008,"""Hey Ma"" - James","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,207
"707",2008,"""Home Front"" - Drive-By Truckers","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,208
"708",2008,"""Love Me, I'm a Liberal"" - Kevin Devine","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,209
"709",2008,"""Sleep Through the Static"" - Jack Johnson","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,210
"710",2008,"""That Man I Shot"" - Drive-By Truckers","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,211
"711",2008,"""Violent & Young"" - Iglu & Hartly","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,212
"712",2009,"""Abraham Lincoln"" - Clutch","American Civil War",650000,1e+06,1861,1865,"United States vs. Confederate States
","USA",4,825000,34,31
"713",2009,"""Harry Farr"" - Stray","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,39
"714",2009,"""Harry Patch (In Memory Of)"" - Radiohead","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,40
"715",2009,"""Godspeed"" - The Red Jumpsuit Apparatus","Vietnam War era",2400000,4300000,1955,1975,"South Vietnam and allies vs. North Vietnam and allies
","Vietnam",20,3350000,174,172
"716",2009,"""Ruination"" - Job for a Cowboy","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,123
"717",2009,"""21 Guns"" - Green Day","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,213
"718",2009,"""Another Bag of Bones"" - Kevin Devine","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,214
"719",2009,"""Civilian Ways"" - Rancid","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,215
"720",2009,"""Far from Home"" - Five Finger Death Punch","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,216
"721",2009,"""Ground Zero"" - Chris Cornell","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,217
"722",2009,"""Medals of Gold"" - Robert Lawrence","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,218
"723",2009,"""People of the Lie"" - KMFDM","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,219
"724",2009,"""This Is War"" - Thirty Seconds to Mars","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,220
"725",2010,"""Thank You, Mr Churchill"" - Peter Frampton","World War II",56125162,8.5e+07,1939,1945,"Allied powers vs. Axis Powers
","Worldwide",6,70562581,30,30
"726",2010,"""Summer Of '68"" - The Charlie Daniels Band","Vietnam War era",2400000,4300000,1955,1975,"South Vietnam and allies vs. North Vietnam and allies
","Vietnam",20,3350000,174,173
"727",2010,"""This Ain't Nothing"" - Craig Morgan","Vietnam War era",2400000,4300000,1955,1975,"South Vietnam and allies vs. North Vietnam and allies
","Vietnam",20,3350000,174,174
"728",2010,"""Burning in the Skies"" - Linkin Park","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,124
"729",2010,"""The American Scream"" - Alkaline Trio","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,221
"730",2010,"""White Flag Warrior"" - Flobots ft. Tim McIlrath","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,222
"731",2011,"""Broken Hymns"" - Dropkick Murphys","American Civil War",650000,1e+06,1861,1865,"United States vs. Confederate States
","USA",4,825000,34,32
"732",2011,"""Paint Your Windows White"" - Alien Stash Tin","Cold War / nuclear annihilation",3900000,8800000,1947,1991,"USA vs Soviet Union","Worldwide",44,6350000,125,125
"733",2011,"""Fallujah"" - Terry Sutton Conspiracy","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,223
"734",2011,"""Let's Be Real"" - Soulja Boy","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,224
"735",2011,"""On The Backs of Angels"" - Dream Theater","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,225
"736",2011,"""Victory Stinks"" - Jello Biafra and the Guantanamo School of Medicine","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,226
"737",2011,"""Words I Never Said"" - Lupe Fiasco","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,227
"738",2012,"""Get Your Dead Hand Off My Shoulder"" - Therapy?","The Troubles of Northern Ireland",3529,3529,1966,1998,"UK vs IRA","United Kingdom",32,3529,60,58
"739",2012,"""Letter from a Soldier"" - Andy T.","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,228
"740",2012,"""Warzone"" - Pagoda","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,229
"741",2013,"""Accidental Racist"" - Brad Paisley (featuring L.L. Cool J)","American Civil War",650000,1e+06,1861,1865,"United States vs. Confederate States
","USA",4,825000,34,33
"742",2013,"""Bloodshed"" - Soulfly","American Civil War",650000,1e+06,1861,1865,"United States vs. Confederate States
","USA",4,825000,34,34
"743",2013,"""Bloodshed"" - Soulfly","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,41
"744",2013,"""Crash This Train"" - Joshua James","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,230
"745",2013,"""Not a Bad Man"" - Patty Griffin","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,231
"746",2013,"""Waves"" - Portugal, The Man","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,232
"747",2014,"""Argonne"" - Garrison Keillor","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,42
"748",2014,"""Nuclear"" - Mike Oldfield","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,43
"749",2014,"""Raised by Wolves"" - U2","The Troubles of Northern Ireland",3529,3529,1966,1998,"UK vs IRA","United Kingdom",32,3529,60,59
"750",2014,"""The Troubles"" - U2","The Troubles of Northern Ireland",3529,3529,1966,1998,"UK vs IRA","United Kingdom",32,3529,60,60
"751",2014,"""A Song to Stifle Imperial Progress"" - The Used","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,233
"752",2015,"""Kingdom of the Cross"" - Saxon","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,44
"753",2015,"""Nachts weinen die Soldaten"" - Saltatio Mortis","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,45
"754",2015,"""Rhinoceros"" - Sky Destroyers","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,234
"755",2016,"""The Threat Is Real"" - Megadeth","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,235
"756",2017,"""Refuge"" - Steven Wilson","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,236
"757",2019,"""Fields of Verdun"" - Sabaton","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,46
"758",2019,"""Great War"" - Sabaton","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,47
"759",2019,"""The End Of The War To End All Wars"" - Sabaton","World War I",1.6e+07,3e+07,1914,1918,"Allied Powers vs. Central Powers
","Worldwide",4,2.3e+07,48,48
"760",2019,"""Arabesque"" - Coldplay","Gulf War(s), Iraq, 9/11, and the War on Terror",451452,1764452,1990,2020,"USA vs Various Middle-Eastern countries and rebel groups","Worldwide",30,1107952,237,237
